Time,Topic,Cluster,Count
2024-07-15,artist,music,69
2024-07-15,band,music,238
2024-07-15,taylor,music,708
2024-07-15,drake,music,343
2024-07-15,spotify,music,259
2024-07-15,festival,music,14
2024-07-15,grammy,music,195
2024-07-15,iphone,tech,549
2024-07-15,android,tech,120
2024-07-15,google,tech,327
2024-07-15,app,tech,234
2024-07-15,ai,tech,233
2024-07-15,microsoft,tech,479
2024-07-15,update,tech,95
2024-07-15,launch,tech,143
2024-07-15,startup,tech,306
2024-07-15,device,tech,183
2024-07-29,football,sports,403
2024-07-29,basketball,sports,426
2024-07-29,tennis,sports,290
2024-07-29,soccer,sports,185
2024-07-29,nba,sports,75
2024-07-29,messi,sports,663
2024-07-29,ronaldo,sports,314
2024-07-29,olympics,sports,228
2024-07-29,championship,sports,383
2024-07-29,match,sports,314
2024-07-29,concert,music,510
2024-07-29,album,music,362
2024-07-29,song,music,509
2024-07-29,artist,music,28
2024-07-29,band,music,131
2024-07-29,taylor,music,437
2024-07-29,drake,music,298
2024-07-29,spotify,music,84
2024-07-29,festival,music,153
2024-07-29,grammy,music,485
2024-07-29,iphone,tech,829
2024-07-29,android,tech,386
2024-07-29,google,tech,356
2024-07-29,app,tech,137
2024-07-29,ai,tech,154
2024-07-29,microsoft,tech,103
2024-07-29,update,tech,401
2024-07-29,launch,tech,122
2024-07-29,startup,tech,76
2024-07-29,device,tech,106
2024-08-12,football,sports,140
2024-08-12,basketball,sports,93
2024-08-12,tennis,sports,73
2024-08-12,soccer,sports,271
2024-08-12,nba,sports,56
2024-08-12,messi,sports,777
2024-08-12,ronaldo,sports,80
2024-08-12,olympics,sports,212
2024-08-12,championship,sports,431
2024-08-12,match,sports,465
2024-08-12,concert,music,413
2024-08-12,album,music,241
2024-08-12,song,music,89
2024-08-12,artist,music,0
2024-08-12,band,music,200
2024-08-12,taylor,music,482
2024-08-12,drake,music,206
2024-08-12,spotify,music,173
2024-08-12,festival,music,175
2024-08-12,grammy,music,158
2024-08-12,iphone,tech,182
2024-08-12,android,tech,85
2024-08-12,google,tech,216
2024-08-12,app,tech,354
2024-08-12,ai,tech,323
2024-08-12,microsoft,tech,111
2024-08-12,update,tech,466
2024-08-12,launch,tech,87
2024-08-12,startup,tech,96
2024-08-12,device,tech,314
2024-08-26,football,sports,145
2024-08-26,basketball,sports,16
2024-08-26,tennis,sports,190
2024-08-26,soccer,sports,157
2024-08-26,nba,sports,55
2024-08-26,messi,sports,249
2024-08-26,ronaldo,sports,322
2024-08-26,olympics,sports,139
2024-08-26,championship,sports,100
2024-08-26,match,sports,115
2024-08-26,concert,music,138
2024-08-26,album,music,313
2024-08-26,song,music,250
2024-08-26,artist,music,43
2024-08-26,band,music,459
2024-08-26,taylor,music,224
2024-08-26,drake,music,190
2024-08-26,spotify,music,221
2024-08-26,festival,music,315
2024-08-26,grammy,music,485
2024-08-26,iphone,tech,762
2024-08-26,android,tech,153
2024-08-26,google,tech,108
2024-08-26,app,tech,304
2024-08-26,ai,tech,255
2024-08-26,microsoft,tech,219
2024-08-26,update,tech,43
2024-08-26,launch,tech,26
2024-08-26,startup,tech,154
2024-08-26,device,tech,176
2024-09-09,football,sports,432
2024-09-09,basketball,sports,91
2024-09-09,tennis,sports,0
2024-09-09,soccer,sports,174
2024-09-09,nba,sports,131
2024-09-09,messi,sports,370
2024-09-09,ronaldo,sports,478
2024-09-09,olympics,sports,129
2024-09-09,championship,sports,297
2024-09-09,match,sports,70
2024-09-09,concert,music,468
2024-09-09,album,music,415
2024-09-09,song,music,520
2024-09-09,artist,music,537
2024-09-09,band,music,248
2024-09-09,taylor,music,830
2024-09-09,drake,music,32
2024-09-09,spotify,music,400
2024-09-09,festival,music,278
2024-09-09,grammy,music,213
2024-09-09,iphone,tech,191
2024-09-09,android,tech,71
2024-09-09,google,tech,20
2024-09-09,app,tech,186
2024-09-09,ai,tech,94
2024-09-09,microsoft,tech,80
2024-09-09,update,tech,109
2024-09-09,launch,tech,39
2024-09-09,startup,tech,200
2024-09-09,device,tech,231
2024-09-23,football,sports,80
2024-09-23,basketball,sports,274
2024-09-23,tennis,sports,204
2024-09-23,soccer,sports,88
2024-09-23,nba,sports,483
2024-09-23,messi,sports,295
2024-09-23,ronaldo,sports,113
2024-09-23,olympics,sports,270
2024-09-23,championship,sports,249
2024-09-23,match,sports,459
2024-09-23,concert,music,339
2024-09-23,album,music,116
2024-09-23,song,music,278
2024-09-23,artist,music,133
2024-09-23,band,music,153
2024-09-23,taylor,music,825
2024-09-23,drake,music,243
2024-09-23,spotify,music,191
2024-09-23,festival,music,60
2024-09-23,grammy,music,171
2024-09-23,iphone,tech,257
2024-09-23,android,tech,303
2024-09-23,google,tech,452
2024-09-23,app,tech,78
2024-09-23,ai,tech,0
2024-09-23,microsoft,tech,274
2024-09-23,update,tech,205
2024-09-23,launch,tech,459
2024-09-23,startup,tech,287
2024-09-23,device,tech,93
2024-10-07,football,sports,41
2024-10-07,basketball,sports,169
2024-10-07,tennis,sports,270
2024-10-07,soccer,sports,132
2024-10-07,nba,sports,433
2024-10-07,messi,sports,1016
2024-10-07,ronaldo,sports,399
2024-10-07,olympics,sports,124
2024-10-07,championship,sports,369
2024-10-07,match,sports,407
2024-10-07,concert,music,153
2024-10-07,album,music,440
2024-10-07,song,music,312
2024-10-07,artist,music,159
2024-10-07,band,music,91
2024-10-07,taylor,music,148
2024-10-07,drake,music,501
2024-10-07,spotify,music,182
2024-10-07,festival,music,158
2024-10-07,grammy,music,124
2024-10-07,iphone,tech,689
2024-10-07,android,tech,513
2024-10-07,google,tech,170
2024-10-07,app,tech,389
2024-10-07,ai,tech,156
2024-10-07,microsoft,tech,522
2024-10-07,update,tech,487
2024-10-07,launch,tech,61
2024-10-07,startup,tech,53
2024-10-07,device,tech,186
2024-10-21,football,sports,27
2024-10-21,basketball,sports,429
2024-10-21,tennis,sports,346
2024-10-21,soccer,sports,504
2024-10-21,nba,sports,364
2024-10-21,messi,sports,331
2024-10-21,ronaldo,sports,118
2024-10-21,olympics,sports,522
2024-10-21,championship,sports,55
2024-10-21,match,sports,511
2024-10-21,concert,music,174
2024-10-21,album,music,378
2024-10-21,song,music,383
2024-10-21,artist,music,443
2024-10-21,band,music,174
2024-10-21,taylor,music,850
2024-10-21,drake,music,233
2024-10-21,spotify,music,401
2024-10-21,festival,music,135
2024-10-21,grammy,music,152
2024-10-21,iphone,tech,181
2024-10-21,android,tech,502
2024-10-21,google,tech,113
2024-10-21,app,tech,402
2024-10-21,ai,tech,51
2024-10-21,microsoft,tech,242
2024-10-21,update,tech,140
2024-10-21,launch,tech,453
2024-10-21,startup,tech,44
2024-10-21,device,tech,257
2024-11-04,football,sports,149
2024-11-04,basketball,sports,93
2024-11-04,tennis,sports,413
2024-11-04,soccer,sports,130
2024-11-04,nba,sports,464
2024-11-04,messi,sports,177
2024-11-04,ronaldo,sports,79
2024-11-04,olympics,sports,175
2024-11-04,championship,sports,453
2024-11-04,match,sports,179
2024-11-04,concert,music,576
2024-11-04,album,music,21
2024-11-04,song,music,130
2024-11-04,artist,music,157
2024-11-04,band,music,140
2024-11-04,taylor,music,162
2024-11-04,drake,music,258
2024-11-04,spotify,music,499
2024-11-04,festival,music,65
2024-11-04,grammy,music,100
2024-11-04,iphone,tech,246
2024-11-04,android,tech,100
2024-11-04,google,tech,374
2024-11-04,app,tech,520
2024-11-04,ai,tech,112
2024-11-04,microsoft,tech,67
2024-11-04,update,tech,437
2024-11-04,launch,tech,161
2024-11-04,startup,tech,393
2024-11-04,device,tech,196
2024-11-18,football,sports,181
2024-11-18,basketball,sports,368
2024-11-18,tennis,sports,94
2024-11-18,soccer,sports,138
2024-11-18,nba,sports,280
2024-11-18,messi,sports,798
2024-11-18,ronaldo,sports,79
2024-11-18,olympics,sports,555
2024-11-18,championship,sports,90
2024-11-18,match,sports,153
2024-11-18,concert,music,125
2024-11-18,album,music,5
2024-11-18,song,music,427
2024-11-18,artist,music,239
2024-11-18,band,music,77
2024-11-18,taylor,music,318
2024-11-18,drake,music,406
2024-11-18,spotify,music,344
2024-11-18,festival,music,313
2024-11-18,grammy,music,383
2024-11-18,iphone,tech,949
2024-11-18,android,tech,94
2024-11-18,google,tech,83
2024-11-18,app,tech,341
2024-11-18,ai,tech,384
2024-11-18,microsoft,tech,241
2024-11-18,update,tech,442
2024-11-18,launch,tech,88
2024-11-18,startup,tech,443
2024-11-18,device,tech,580
2024-12-02,football,sports,136
2024-12-02,basketball,sports,161
2024-12-02,tennis,sports,75
2024-12-02,soccer,sports,126
2024-12-02,nba,sports,500
2024-12-02,messi,sports,745
2024-12-02,ronaldo,sports,44
2024-12-02,olympics,sports,24
2024-12-02,championship,sports,524
2024-12-02,match,sports,0
2024-12-02,concert,music,110
2024-12-02,album,music,147
2024-12-02,song,music,367
2024-12-02,artist,music,196
2024-12-02,band,music,506
2024-12-02,taylor,music,131
2024-12-02,drake,music,91
2024-12-02,spotify,music,502
2024-12-02,festival,music,213
2024-12-02,grammy,music,189
2024-12-02,iphone,tech,1230
2024-12-02,android,tech,121
2024-12-02,google,tech,168
2024-12-02,app,tech,520
2024-12-02,ai,tech,209
2024-12-02,microsoft,tech,398
2024-12-02,update,tech,101
2024-12-02,launch,tech,146
2024-12-02,startup,tech,91
2024-12-02,device,tech,578
2024-12-16,football,sports,208
2024-12-16,basketball,sports,329
2024-12-16,tennis,sports,160
2024-12-16,soccer,sports,308
2024-12-16,nba,sports,152
2024-12-16,messi,sports,169
2024-12-16,ronaldo,sports,205
2024-12-16,olympics,sports,190
2024-12-16,championship,sports,158
2024-12-16,match,sports,166
2024-12-16,concert,music,338
2024-12-16,album,music,512
2024-12-16,song,music,415
2024-12-16,artist,music,190
2024-12-16,band,music,226
2024-12-16,taylor,music,265
2024-12-16,drake,music,140
2024-12-16,spotify,music,87
2024-12-16,festival,music,557
2024-12-16,grammy,music,324
2024-12-16,iphone,tech,939
2024-12-16,android,tech,166
2024-12-16,google,tech,240
2024-12-16,app,tech,83
2024-12-16,ai,tech,572
2024-12-16,microsoft,tech,82
2024-12-16,update,tech,206
2024-12-16,launch,tech,470
2024-12-16,startup,tech,152
2024-12-16,device,tech,92
2024-12-30,football,sports,468
2024-12-30,basketball,sports,77
2024-12-30,tennis,sports,349
2024-12-30,soccer,sports,121
2024-12-30,nba,sports,351
2024-12-30,messi,sports,322
2024-12-30,ronaldo,sports,185
2024-12-30,olympics,sports,430
2024-12-30,championship,sports,149
2024-12-30,match,sports,206
2024-12-30,concert,music,64
2024-12-30,album,music,117
2024-12-30,song,music,666
2024-12-30,artist,music,390
2024-12-30,band,music,21
2024-12-30,taylor,music,187
2024-12-30,drake,music,425
2024-12-30,spotify,music,165
2024-12-30,festival,music,96
2024-12-30,grammy,music,101
2024-12-30,iphone,tech,221
2024-12-30,android,tech,194
2024-12-30,google,tech,605
2024-12-30,app,tech,394
2024-12-30,ai,tech,456
2024-12-30,microsoft,tech,115
2024-12-30,update,tech,30
2024-12-30,launch,tech,154
2024-12-30,startup,tech,176
2024-12-30,device,tech,169
2025-01-13,football,sports,69
2025-01-13,basketball,sports,103
2025-01-13,tennis,sports,591
2025-01-13,soccer,sports,551
2025-01-13,nba,sports,217
2025-01-13,messi,sports,880
2025-01-13,ronaldo,sports,580
2025-01-13,olympics,sports,58
2025-01-13,championship,sports,139
2025-01-13,match,sports,279
2025-01-13,concert,music,144
2025-01-13,album,music,74
2025-01-13,song,music,569
2025-01-13,artist,music,538
2025-01-13,band,music,230
2025-01-13,taylor,music,981
2025-01-13,drake,music,362
2025-01-13,spotify,music,116
2025-01-13,festival,music,512
2025-01-13,grammy,music,184
2025-01-13,iphone,tech,697
2025-01-13,android,tech,318
2025-01-13,google,tech,166
2025-01-13,app,tech,216
2025-01-13,ai,tech,378
2025-01-13,microsoft,tech,228
2025-01-13,update,tech,401
2025-01-13,launch,tech,397
2025-01-13,startup,tech,96
2025-01-13,device,tech,126
2025-01-27,football,sports,77
2025-01-27,basketball,sports,70
2025-01-27,tennis,sports,428
2025-01-27,soccer,sports,540
2025-01-27,nba,sports,357
2025-01-27,messi,sports,1489
2025-01-27,ronaldo,sports,325
2025-01-27,olympics,sports,477
2025-01-27,championship,sports,499
2025-01-27,match,sports,385
2025-01-27,concert,music,169
2025-01-27,album,music,703
2025-01-27,song,music,175
2025-01-27,artist,music,0
2025-01-27,band,music,130
2025-01-27,taylor,music,519
2025-01-27,drake,music,97
2025-01-27,spotify,music,235
2025-01-27,festival,music,379
2025-01-27,grammy,music,0
2025-01-27,iphone,tech,887
2025-01-27,android,tech,454
2025-01-27,google,tech,72
2025-01-27,app,tech,202
2025-01-27,ai,tech,175
2025-01-27,microsoft,tech,259
2025-01-27,update,tech,85
2025-01-27,launch,tech,127
2025-01-27,startup,tech,367
2025-01-27,device,tech,702
2025-02-10,football,sports,386
2025-02-10,basketball,sports,65
2025-02-10,tennis,sports,404
2025-02-10,soccer,sports,224
2025-02-10,nba,sports,68
2025-02-10,messi,sports,1093
2025-02-10,ronaldo,sports,98
2025-02-10,olympics,sports,182
2025-02-10,championship,sports,586
2025-02-10,match,sports,316
2025-02-10,concert,music,657
2025-02-10,album,music,571
2025-02-10,song,music,376
2025-02-10,artist,music,150
2025-02-10,band,music,131
2025-02-10,taylor,music,297
2025-02-10,drake,music,167
2025-02-10,spotify,music,159
2025-02-10,festival,music,71
2025-02-10,grammy,music,203
2025-02-10,iphone,tech,1136
2025-02-10,android,tech,345
2025-02-10,google,tech,326
2025-02-10,app,tech,52
2025-02-10,ai,tech,373
2025-02-10,microsoft,tech,515
2025-02-10,update,tech,63
2025-02-10,launch,tech,381
2025-02-10,startup,tech,394
2025-02-10,device,tech,712
2025-02-24,football,sports,193
2025-02-24,basketball,sports,630
2025-02-24,tennis,sports,46
2025-02-24,soccer,sports,155
2025-02-24,nba,sports,169
2025-02-24,messi,sports,163
2025-02-24,ronaldo,sports,516
2025-02-24,olympics,sports,580
2025-02-24,championship,sports,344
2025-02-24,match,sports,125
2025-02-24,concert,music,541
2025-02-24,album,music,96
2025-02-24,song,music,194
2025-02-24,artist,music,0
2025-02-24,band,music,482
2025-02-24,taylor,music,380
2025-02-24,drake,music,169
2025-02-24,spotify,music,526
2025-02-24,festival,music,526
2025-02-24,grammy,music,512
2025-02-24,iphone,tech,1255
2025-02-24,android,tech,620
2025-02-24,google,tech,686
2025-02-24,app,tech,216
2025-02-24,ai,tech,805
2025-02-24,microsoft,tech,580
2025-02-24,update,tech,591
2025-02-24,launch,tech,495
2025-02-24,startup,tech,142
2025-02-24,device,tech,778
2025-03-10,football,sports,563
2025-03-10,basketball,sports,75
2025-03-10,tennis,sports,813
2025-03-10,soccer,sports,152
2025-03-10,nba,sports,200
2025-03-10,messi,sports,143
2025-03-10,ronaldo,sports,132
2025-03-10,olympics,sports,620
2025-03-10,championship,sports,140
2025-03-10,match,sports,483
2025-03-10,concert,music,576
2025-03-10,album,music,40
2025-03-10,song,music,156
2025-03-10,artist,music,172
2025-03-10,band,music,146
