Time,Topic,Cluster,Count
2024-06-23,Sports_core3,Sports,134.11917876244905
2024-07-07,Sports_core3,Sports,155.46893514136087
2024-07-21,Sports_core3,Sports,171.28417289012467
2024-08-04,Sports_core3,Sports,177.41459402074716
2024-08-18,Sports_core3,Sports,173.95946426220337
2024-09-01,Sports_core3,Sports,160.50442210887195
2024-09-15,Sports_core3,Sports,141.602045382657
2024-09-29,Sports_core3,Sports,122.70616514664998
2024-10-13,Sports_core3,Sports,108.79283555180228
2024-10-27,Sports_core3,Sports,105.03174187089384
2024-11-10,Sports_core3,Sports,111.62189804201174
2024-11-24,Sports_core3,Sports,127.2790890923113
2024-12-08,Sports_core3,Sports,148.73548571533357
2024-12-22,Sports_core3,Sports,170.16162034272585
2025-01-05,Sports_core3,Sports,186.59549051186175
2025-01-19,Sports_core3,Sports,192.46983112513274
2025-02-02,Sports_core3,Sports,188.34403630766667
2025-02-16,Sports_core3,Sports,174.77022163369355
2025-03-02,Sports_core3,Sports,155.23249151388046
2025-03-16,Sports_core3,Sports,137.18939444982036
2025-03-30,Sports_core3,Sports,123.78307593259892
2025-04-13,Sports_core3,Sports,120.5852968449941
2025-04-27,Sports_core3,Sports,126.08203946271003
2025-05-11,Sports_core3,Sports,142.12061893693345
2025-05-25,Sports_core3,Sports,163.18611529211788
2025-06-08,Sports_core3,Sports,183.93252878495213
2025-06-22,Sports_core3,Sports,200.6981452771835
2025-07-06,Sports_core3,Sports,207.10077321307472
2024-01-07,Sports_core4,Sports,120.31641277881722
2024-01-21,Sports_core4,Sports,120.83624501808211
2024-02-04,Sports_core4,Sports,122.96111772437445
2024-02-18,Sports_core4,Sports,123.03925957488308
2024-03-03,Sports_core4,Sports,125.0347428375201
2024-03-17,Sports_core4,Sports,126.87618225032399
2024-03-31,Sports_core4,Sports,126.80378546994773
2024-04-14,Sports_core4,Sports,128.1734809081589
2024-04-28,Sports_core4,Sports,129.63986054603504
2024-05-12,Sports_core4,Sports,130.59860973835353
2024-05-26,Sports_core4,Sports,131.37973462757355
2024-06-09,Sports_core4,Sports,133.2274251899224
2024-06-23,Sports_core4,Sports,133.97507851450956
2024-07-07,Sports_core4,Sports,135.78943697225407
2024-07-21,Sports_core4,Sports,136.43223030630648
2024-08-04,Sports_core4,Sports,138.61997376200702
2024-08-18,Sports_core4,Sports,138.8866986830655
2024-09-01,Sports_core4,Sports,140.27117539351772
2024-09-15,Sports_core4,Sports,141.92540688694785
2024-09-29,Sports_core4,Sports,142.30765427342644
2024-10-13,Sports_core4,Sports,144.09098397384165
2024-10-27,Sports_core4,Sports,145.72285710171295
2024-11-10,Sports_core4,Sports,145.7570067061755
2024-11-24,Sports_core4,Sports,147.67385354341292
2024-12-08,Sports_core4,Sports,148.9039531176994
2024-12-22,Sports_core4,Sports,150.31272914871093
2025-01-05,Sports_core4,Sports,150.70521971564875
2025-01-19,Sports_core4,Sports,151.8718173547663
2025-02-02,Sports_core4,Sports,153.80877662624675
2025-02-16,Sports_core4,Sports,154.9187938692933
2025-03-02,Sports_core4,Sports,156.10019714013836
2025-03-16,Sports_core4,Sports,157.33857928379877
2025-03-30,Sports_core4,Sports,158.1279901113686
2025-04-13,Sports_core4,Sports,159.6929014788644
2025-04-27,Sports_core4,Sports,160.91722898931948
2025-05-11,Sports_core4,Sports,161.71425943278945
2025-05-25,Sports_core4,Sports,163.94630980445788
2025-06-08,Sports_core4,Sports,164.5895331683647
2025-06-22,Sports_core4,Sports,165.12347860111893
2025-07-06,Sports_core4,Sports,167.06262144345354
2024-01-07,Sports_noise1,Sports,0.0
2024-01-21,Sports_noise1,Sports,9.722507622454712
2024-02-04,Sports_noise1,Sports,11.951573474044425
2024-02-18,Sports_noise1,Sports,0.07590608988973724
2024-03-03,Sports_noise1,Sports,10.780256775465931
2024-03-17,Sports_noise1,Sports,7.476685561618989
2024-03-31,Sports_noise1,Sports,9.932360959966939
2024-04-14,Sports_noise1,Sports,16.380757895923686
2024-04-28,Sports_noise1,Sports,3.527671303982777
2024-05-12,Sports_noise1,Sports,0.4775830138550621
2024-05-26,Sports_noise1,Sports,0.0
2024-06-09,Sports_noise1,Sports,0.10513829020737031
2024-06-23,Sports_noise1,Sports,4.537389743515375
2024-07-07,Sports_noise1,Sports,7.046911848899864
2024-07-21,Sports_noise1,Sports,6.6601447959801146
2024-08-04,Sports_noise1,Sports,9.963099494216143
2024-08-18,Sports_noise1,Sports,5.078011351267442
2024-09-01,Sports_noise1,Sports,13.721204462943902
2024-09-15,Sports_noise1,Sports,3.4120590005722633
2024-09-29,Sports_noise1,Sports,21.321014999537713
2024-10-13,Sports_noise1,Sports,8.754004086590037
2024-10-27,Sports_noise1,Sports,0.0
2024-11-10,Sports_noise1,Sports,0.0
2024-11-24,Sports_noise1,Sports,7.894834491459112
2024-12-08,Sports_noise1,Sports,3.6592232880448945
2024-12-22,Sports_noise1,Sports,9.284002964552553
2025-01-05,Sports_noise1,Sports,7.839425747441269
2025-01-19,Sports_noise1,Sports,4.563026524058763
2025-02-02,Sports_noise1,Sports,0.0
2025-02-16,Sports_noise1,Sports,0.0
2025-03-02,Sports_noise1,Sports,2.3209102875978735
2025-03-16,Sports_noise1,Sports,10.138392765940834
2025-03-30,Sports_noise1,Sports,6.2845624647812235
2025-04-13,Sports_noise1,Sports,0.0
2025-04-27,Sports_noise1,Sports,6.039085555107092
2025-05-11,Sports_noise1,Sports,7.311904278373021
2025-05-25,Sports_noise1,Sports,0.0
2025-06-08,Sports_noise1,Sports,5.922350635673167
2025-06-22,Sports_noise1,Sports,5.3492523106759995
2025-07-06,Sports_noise1,Sports,0.0
2024-01-07,Sports_noise2,Sports,7.1467241620897
2024-01-21,Sports_noise2,Sports,8.364707158209406
2024-02-04,Sports_noise2,Sports,11.498307459051663
2024-02-18,Sports_noise2,Sports,11.322812312209418
2024-03-03,Sports_noise2,Sports,0.0
2024-03-17,Sports_noise2,Sports,0.0
2024-03-31,Sports_noise2,Sports,8.090211603251959
2024-04-14,Sports_noise2,Sports,8.082715705473252
2024-04-28,Sports_noise2,Sports,8.090286117836287
2024-05-12,Sports_noise2,Sports,28.116388943928328
2024-05-26,Sports_noise2,Sports,8.425343064159001
2024-06-09,Sports_noise2,Sports,11.813393841083593
2024-06-23,Sports_noise2,Sports,10.724010580959213
2024-07-07,Sports_noise2,Sports,8.908347507834788
2024-07-21,Sports_noise2,Sports,3.108384532157926
2024-08-04,Sports_noise2,Sports,9.553815322959604
2024-08-18,Sports_noise2,Sports,0.3630487127745692
2024-09-01,Sports_noise2,Sports,3.5790883595599468
2024-09-15,Sports_noise2,Sports,2.087818713025379
2024-09-29,Sports_noise2,Sports,5.491244836317936
2024-10-13,Sports_noise2,Sports,18.887951400041054
2024-10-27,Sports_noise2,Sports,0.0
2024-11-10,Sports_noise2,Sports,9.11756114224708
2024-11-24,Sports_noise2,Sports,0.0
2024-12-08,Sports_noise2,Sports,2.1684088052633994
2024-12-22,Sports_noise2,Sports,11.533703581804197
2025-01-05,Sports_noise2,Sports,5.385680114572777
2025-01-19,Sports_noise2,Sports,0.0
2025-02-02,Sports_noise2,Sports,0.7081777444401904
2025-02-16,Sports_noise2,Sports,9.077586493608056
2025-03-02,Sports_noise2,Sports,0.6178002096971795
2025-03-16,Sports_noise2,Sports,6.2987515374918495
2025-03-30,Sports_noise2,Sports,5.273431039422883
2025-04-13,Sports_noise2,Sports,1.0903979143650977
2025-04-27,Sports_noise2,Sports,17.863664535951955
2025-05-11,Sports_noise2,Sports,8.803514133908067
2025-05-25,Sports_noise2,Sports,0.0
2025-06-08,Sports_noise2,Sports,6.118725888616566
2025-06-22,Sports_noise2,Sports,1.029281211389672
2025-07-06,Sports_noise2,Sports,10.114600008777344
2024-01-07,Sports_noise3,Sports,0.24487556940379562
2024-01-21,Sports_noise3,Sports,4.311581351198606
2024-02-04,Sports_noise3,Sports,8.029923673882742
2024-02-18,Sports_noise3,Sports,10.194531165020729
2024-03-03,Sports_noise3,Sports,0.0
2024-03-17,Sports_noise3,Sports,2.99299258495431
2024-03-31,Sports_noise3,Sports,2.1503281330342627
2024-04-14,Sports_noise3,Sports,1.0800246045577286
2024-04-28,Sports_noise3,Sports,15.592725441686582
2024-05-12,Sports_noise3,Sports,7.429890265765733
2024-05-26,Sports_noise3,Sports,0.0
2024-06-09,Sports_noise3,Sports,10.507171682328657
2024-06-23,Sports_noise3,Sports,17.7329371820758
2024-07-07,Sports_noise3,Sports,11.19479156330688
2024-07-21,Sports_noise3,Sports,0.0
2024-08-04,Sports_noise3,Sports,2.0945955628024917
2024-08-18,Sports_noise3,Sports,12.601466895119737
2024-09-01,Sports_noise3,Sports,0.753983206287316
2024-09-15,Sports_noise3,Sports,7.662916568877371
2024-09-29,Sports_noise3,Sports,9.647804320576022
2024-10-13,Sports_noise3,Sports,0.0
2024-10-27,Sports_noise3,Sports,4.6428478636292
2024-11-10,Sports_noise3,Sports,0.0
2024-11-24,Sports_noise3,Sports,0.0
2024-12-08,Sports_noise3,Sports,3.4845910916410383
2024-12-22,Sports_noise3,Sports,0.0
2025-01-05,Sports_noise3,Sports,14.794467823589812
2025-01-19,Sports_noise3,Sports,0.0
2025-02-02,Sports_noise3,Sports,2.3597330798180973
2025-02-16,Sports_noise3,Sports,5.784443463716548
2025-03-02,Sports_noise3,Sports,13.647639734396693
2025-03-16,Sports_noise3,Sports,0.0
2025-03-30,Sports_noise3,Sports,11.978982512929758
2025-04-13,Sports_noise3,Sports,5.061398366117523
2025-04-27,Sports_noise3,Sports,0.0
2025-05-11,Sports_noise3,Sports,7.772620845579624
2025-05-25,Sports_noise3,Sports,6.19435817344082
2025-06-08,Sports_noise3,Sports,1.3986987370472317
2025-06-22,Sports_noise3,Sports,5.418812509940113
2025-07-06,Sports_noise3,Sports,2.688118418829439
2024-01-07,Sports_noise4,Sports,5.681104071507488
2024-01-21,Sports_noise4,Sports,8.97278404712628
2024-02-04,Sports_noise4,Sports,14.516100896872112
2024-02-18,Sports_noise4,Sports,0.0
2024-03-03,Sports_noise4,Sports,17.7982002479376
2024-03-17,Sports_noise4,Sports,0.0
2024-03-31,Sports_noise4,Sports,4.089289429786501
2024-04-14,Sports_noise4,Sports,8.529903238907458
2024-04-28,Sports_noise4,Sports,6.685951206410196
2024-05-12,Sports_noise4,Sports,1.2638028810764372
2024-05-26,Sports_noise4,Sports,3.751266497856349
2024-06-09,Sports_noise4,Sports,2.041994392047003
2024-06-23,Sports_noise4,Sports,1.4638114583347308
2024-07-07,Sports_noise4,Sports,10.097612582126148
2024-07-21,Sports_noise4,Sports,7.142092915790284
2024-08-04,Sports_noise4,Sports,0.842542428436075
2024-08-18,Sports_noise4,Sports,10.397599252599505
2024-09-01,Sports_noise4,Sports,6.8437971252596554
2024-09-15,Sports_noise4,Sports,9.877172713033762
2024-09-29,Sports_noise4,Sports,8.777773051541674
2024-10-13,Sports_noise4,Sports,0.02602993446756585
2024-10-27,Sports_noise4,Sports,1.6389137588181826
2024-11-10,Sports_noise4,Sports,9.483761630739572
2024-11-24,Sports_noise4,Sports,8.662221592600789
2024-12-08,Sports_noise4,Sports,4.874590436215112
2024-12-22,Sports_noise4,Sports,5.703964299852692
2025-01-05,Sports_noise4,Sports,12.66598937473055
2025-01-19,Sports_noise4,Sports,1.4505716669850202
2025-02-02,Sports_noise4,Sports,8.282584287020228
2025-02-16,Sports_noise4,Sports,3.786844085396636
2025-03-02,Sports_noise4,Sports,3.693912780636678
2025-03-16,Sports_noise4,Sports,11.59266111192314
2025-03-30,Sports_noise4,Sports,9.95249809392818
2025-04-13,Sports_noise4,Sports,9.881057816003832
2025-04-27,Sports_noise4,Sports,12.832872842925974
2025-05-11,Sports_noise4,Sports,5.126023049796554
2025-05-25,Sports_noise4,Sports,9.091717827769784
2025-06-08,Sports_noise4,Sports,3.1383994604392638
2025-06-22,Sports_noise4,Sports,6.9449981149306526
2025-07-06,Sports_noise4,Sports,4.219141673793892
2024-01-07,Sports_noise5,Sports,5.581975789956309
2024-01-21,Sports_noise5,Sports,8.570942152621482
2024-02-04,Sports_noise5,Sports,0.09067590059916508
2024-02-18,Sports_noise5,Sports,17.55432365411276
2024-03-03,Sports_noise5,Sports,0.0
2024-03-17,Sports_noise5,Sports,0.0
2024-03-31,Sports_noise5,Sports,11.948665241000407
2024-04-14,Sports_noise5,Sports,9.749976163777616
2024-04-28,Sports_noise5,Sports,8.74471890231293
2024-05-12,Sports_noise5,Sports,8.77007305558568
2024-05-26,Sports_noise5,Sports,4.926519362918512
2024-06-09,Sports_noise5,Sports,0.0
2024-06-23,Sports_noise5,Sports,5.454827349162358
2024-07-07,Sports_noise5,Sports,0.9370297309273301
2024-07-21,Sports_noise5,Sports,10.850718400506507
2024-08-04,Sports_noise5,Sports,4.117655710987168
2024-08-18,Sports_noise5,Sports,0.04701681924493073
2024-09-01,Sports_noise5,Sports,3.071684950082039
2024-09-15,Sports_noise5,Sports,7.477588725653746
2024-09-29,Sports_noise5,Sports,1.6176526831761517
2024-10-13,Sports_noise5,Sports,0.06667762660141108
2024-10-27,Sports_noise5,Sports,6.462123268951474
2024-11-10,Sports_noise5,Sports,6.469799426652337
2024-11-24,Sports_noise5,Sports,1.9583409477732214
2024-12-08,Sports_noise5,Sports,2.1737701662900633
2024-12-22,Sports_noise5,Sports,6.392299624145817
2025-01-05,Sports_noise5,Sports,0.0
2025-01-19,Sports_noise5,Sports,0.0
2025-02-02,Sports_noise5,Sports,0.6893346724853835
2025-02-16,Sports_noise5,Sports,3.7193170897289165
2025-03-02,Sports_noise5,Sports,6.865445393588027
2025-03-16,Sports_noise5,Sports,13.852137301697311
2025-03-30,Sports_noise5,Sports,10.145957739212117
2025-04-13,Sports_noise5,Sports,4.040368820219437
2025-04-27,Sports_noise5,Sports,4.885902752583867
2025-05-11,Sports_noise5,Sports,0.0
2025-05-25,Sports_noise5,Sports,4.88892118404566
2025-06-08,Sports_noise5,Sports,3.2680481664791703
2025-06-22,Sports_noise5,Sports,6.936311362028537
2025-07-06,Sports_noise5,Sports,0.03661433868606245
2024-01-07,Sports_noise6,Sports,8.116079085447033
2024-01-21,Sports_noise6,Sports,14.196433478015466
2024-02-04,Sports_noise6,Sports,4.347439109258854
2024-02-18,Sports_noise6,Sports,7.410270332593649
2024-03-03,Sports_noise6,Sports,9.140863950266676
2024-03-17,Sports_noise6,Sports,2.5926771686849825
2024-03-31,Sports_noise6,Sports,6.344554890862501
2024-04-14,Sports_noise6,Sports,5.075554404690769
2024-04-28,Sports_noise6,Sports,5.586056591292991
2024-05-12,Sports_noise6,Sports,0.3619412968672009
2024-05-26,Sports_noise6,Sports,5.147061045553656
2024-06-09,Sports_noise6,Sports,7.987989747472699
2024-06-23,Sports_noise6,Sports,13.70686164677025
2024-07-07,Sports_noise6,Sports,10.755624956511241
2024-07-21,Sports_noise6,Sports,17.919094745069337
2024-08-04,Sports_noise6,Sports,0.39591462267170296
2024-08-18,Sports_noise6,Sports,10.233923820324069
2024-09-01,Sports_noise6,Sports,6.10005203443011
2024-09-15,Sports_noise6,Sports,18.138817599306034
2024-09-29,Sports_noise6,Sports,0.15021028786909163
2024-10-13,Sports_noise6,Sports,0.0
2024-10-27,Sports_noise6,Sports,1.403644127335867
2024-11-10,Sports_noise6,Sports,0.0
2024-11-24,Sports_noise6,Sports,1.8454698699154335
2024-12-08,Sports_noise6,Sports,0.44520403067781267
2024-12-22,Sports_noise6,Sports,5.902362718857246
2025-01-05,Sports_noise6,Sports,7.050535854662956
2025-01-19,Sports_noise6,Sports,16.257025035295317
2025-02-02,Sports_noise6,Sports,10.702543029116303
2025-02-16,Sports_noise6,Sports,1.5385780660255817
2025-03-02,Sports_noise6,Sports,0.0
2025-03-16,Sports_noise6,Sports,7.951515029039035
2025-03-30,Sports_noise6,Sports,0.0
2025-04-13,Sports_noise6,Sports,15.988752595126122
2025-04-27,Sports_noise6,Sports,12.076640724327723
2025-05-11,Sports_noise6,Sports,2.184946087371771
2025-05-25,Sports_noise6,Sports,0.0
2025-06-08,Sports_noise6,Sports,13.123234244992478
2025-06-22,Sports_noise6,Sports,4.312760928484293
2025-07-06,Sports_noise6,Sports,12.42689787184077
2024-01-07,Sports_noise7,Sports,0.0
2024-01-21,Sports_noise7,Sports,1.4037498622773628
2024-02-04,Sports_noise7,Sports,5.031462198309099
2024-02-18,Sports_noise7,Sports,5.281883562588452
2024-03-03,Sports_noise7,Sports,2.299607171124538
2024-03-17,Sports_noise7,Sports,8.737099594084992
2024-03-31,Sports_noise7,Sports,0.0
2024-04-14,Sports_noise7,Sports,4.145723089872239
2024-04-28,Sports_noise7,Sports,5.721773790271393
2024-05-12,Sports_noise7,Sports,8.086633004352494
2024-05-26,Sports_noise7,Sports,9.26968926853334
2024-06-09,Sports_noise7,Sports,0.0
2024-06-23,Sports_noise7,Sports,0.0
2024-07-07,Sports_noise7,Sports,12.666060931391055
2024-07-21,Sports_noise7,Sports,6.99388407187755
2024-08-04,Sports_noise7,Sports,0.5090807806606783
2024-08-18,Sports_noise7,Sports,14.306911853135137
2024-09-01,Sports_noise7,Sports,5.694047805757152
2024-09-15,Sports_noise7,Sports,12.075783104382959
2024-09-29,Sports_noise7,Sports,5.405110888460654
2024-10-13,Sports_noise7,Sports,17.364487549291923
2024-10-27,Sports_noise7,Sports,15.532045054659227
2024-11-10,Sports_noise7,Sports,3.506215109125559
2024-11-24,Sports_noise7,Sports,10.829425705726132
2024-12-08,Sports_noise7,Sports,8.872255697510885
2024-12-22,Sports_noise7,Sports,13.211789345194092
2025-01-05,Sports_noise7,Sports,0.0
2025-01-19,Sports_noise7,Sports,9.116308759990636
2025-02-02,Sports_noise7,Sports,11.350546921097527
2025-02-16,Sports_noise7,Sports,0.0
2025-03-02,Sports_noise7,Sports,0.0
2025-03-16,Sports_noise7,Sports,0.0
2025-03-30,Sports_noise7,Sports,3.3835589933326533
2025-04-13,Sports_noise7,Sports,9.305253534775774
2025-04-27,Sports_noise7,Sports,14.014142312576169
2025-05-11,Sports_noise7,Sports,5.444568682518651
2025-05-25,Sports_noise7,Sports,14.77169327342775
2025-06-08,Sports_noise7,Sports,0.0
2025-06-22,Sports_noise7,Sports,0.0
2025-07-06,Sports_noise7,Sports,4.666713806620288
2024-01-07,Sports_noise8,Sports,7.304392693635844
2024-01-21,Sports_noise8,Sports,4.803831511435441
2024-02-04,Sports_noise8,Sports,0.0
2024-02-18,Sports_noise8,Sports,4.465279762923269
2024-03-03,Sports_noise8,Sports,0.0
2024-03-17,Sports_noise8,Sports,9.01803529298023
2024-03-31,Sports_noise8,Sports,7.19958947658109
2024-04-14,Sports_noise8,Sports,0.0
2024-04-28,Sports_noise8,Sports,1.9167984959798385
2024-05-12,Sports_noise8,Sports,0.0
2024-05-26,Sports_noise8,Sports,4.623925416360969
2024-06-09,Sports_noise8,Sports,10.73085392300743
2024-06-23,Sports_noise8,Sports,0.0
2024-07-07,Sports_noise8,Sports,8.024279093107067
2024-07-21,Sports_noise8,Sports,1.8184542897653553
2024-08-04,Sports_noise8,Sports,0.2427630064259354
2024-08-18,Sports_noise8,Sports,4.357817840272653
2024-09-01,Sports_noise8,Sports,0.0
2024-09-15,Sports_noise8,Sports,1.6781041679169078
2024-09-29,Sports_noise8,Sports,0.0
2024-10-13,Sports_noise8,Sports,16.788350797498335
2024-10-27,Sports_noise8,Sports,5.211581311830372
2024-11-10,Sports_noise8,Sports,0.8016469520444867
2024-11-24,Sports_noise8,Sports,6.283879464405333
2024-12-08,Sports_noise8,Sports,4.326031701855021
2024-12-22,Sports_noise8,Sports,3.674182402800662
2025-01-05,Sports_noise8,Sports,8.685000200260552
2025-01-19,Sports_noise8,Sports,9.545046260283831
2025-02-02,Sports_noise8,Sports,1.8169931143368352
2025-02-16,Sports_noise8,Sports,1.5450905561319201
2025-03-02,Sports_noise8,Sports,3.3496898170901357
2025-03-16,Sports_noise8,Sports,0.0
2025-03-30,Sports_noise8,Sports,0.0
2025-04-13,Sports_noise8,Sports,13.201245604667148
2025-04-27,Sports_noise8,Sports,14.869806281007701
2025-05-11,Sports_noise8,Sports,3.5057837626617303
2025-05-25,Sports_noise8,Sports,8.459341778334599
2025-06-08,Sports_noise8,Sports,6.867500927261217
2025-06-22,Sports_noise8,Sports,23.473284850731424
2025-07-06,Sports_noise8,Sports,11.71744946860746
2024-01-07,Sports_noise9,Sports,4.232494451115401
2024-01-21,Sports_noise9,Sports,0.0
2024-02-04,Sports_noise9,Sports,0.0
2024-02-18,Sports_noise9,Sports,6.220781815203338
2024-03-03,Sports_noise9,Sports,0.4618955282941801
2024-03-17,Sports_noise9,Sports,0.0
2024-03-31,Sports_noise9,Sports,1.1205626945448408
2024-04-14,Sports_noise9,Sports,0.0
2024-04-28,Sports_noise9,Sports,15.122849810435389
2024-05-12,Sports_noise9,Sports,10.289838541696703
2024-05-26,Sports_noise9,Sports,4.952164152100296
2024-06-09,Sports_noise9,Sports,13.879664833340154
2024-06-23,Sports_noise9,Sports,5.46420984588571
2024-07-07,Sports_noise9,Sports,0.0
2024-07-21,Sports_noise9,Sports,14.138744463617943
2024-08-04,Sports_noise9,Sports,8.233460262107952
2024-08-18,Sports_noise9,Sports,0.0
2024-09-01,Sports_noise9,Sports,3.857967931498351
2024-09-15,Sports_noise9,Sports,0.0
2024-09-29,Sports_noise9,Sports,0.0
2024-10-13,Sports_noise9,Sports,10.557065285189848
2024-10-27,Sports_noise9,Sports,16.456499842820783
2024-11-10,Sports_noise9,Sports,0.0
2024-11-24,Sports_noise9,Sports,8.377815420143424
2024-12-08,Sports_noise9,Sports,1.0961445852690384
2024-12-22,Sports_noise9,Sports,2.0772476974118237
2025-01-05,Sports_noise9,Sports,1.445636454566785
2025-01-19,Sports_noise9,Sports,0.0
2025-02-02,Sports_noise9,Sports,5.291129767668962
2025-02-16,Sports_noise9,Sports,0.014299301533773345
2025-03-02,Sports_noise9,Sports,6.622740954679033
2025-03-16,Sports_noise9,Sports,4.698571343305178
2025-03-30,Sports_noise9,Sports,3.5663117188015416
2025-04-13,Sports_noise9,Sports,0.0
2025-04-27,Sports_noise9,Sports,1.5393720165900033
2025-05-11,Sports_noise9,Sports,9.532347354954537
2025-05-25,Sports_noise9,Sports,8.005503125746284
2025-06-08,Sports_noise9,Sports,0.0
2025-06-22,Sports_noise9,Sports,5.595993832575355
2025-07-06,Sports_noise9,Sports,9.508322740230735
2024-01-07,Sports_noise10,Sports,0.0
2024-01-21,Sports_noise10,Sports,8.260161154279611
2024-02-04,Sports_noise10,Sports,1.0242574463249197
2024-02-18,Sports_noise10,Sports,8.423592011558956
2024-03-03,Sports_noise10,Sports,0.42044506074489885
2024-03-17,Sports_noise10,Sports,0.0
2024-03-31,Sports_noise10,Sports,0.0
2024-04-14,Sports_noise10,Sports,5.288509679968292
2024-04-28,Sports_noise10,Sports,6.558335010328891
2024-05-12,Sports_noise10,Sports,0.0
2024-05-26,Sports_noise10,Sports,8.831554752664243
